video_id,channel_id,Channel_name,Follow,class_,median,avg,Quartile1,Quartile3,video_title,20200131 00,20200131 01,20200131 02,20200131 03,20200131 04,20200131 05,20200131 06,20200131 07,20200131 08,20200131 09,20200131 10,20200131 11,20200131 12,20200131 13,20200131 14,20200131 15,20200131 16,20200131 17,20200131 18,20200131 19,20200131 20,20200131 21,20200131 22,20200131 23,20200201 00,20200201 01,20200201 02,20200201 03,20200201 04,20200201 05,20200201 06,20200201 07,20200201 08,20200201 09,20200201 10,20200201 11,20200201 12,20200201 13,20200201 14,20200201 15,20200201 16,20200201 17,20200201 18,20200201 19,20200201 20,20200201 21,20200201 22,20200201 23,20200202 00,20200202 01,20200202 02,20200202 03,20200202 04,20200202 05,20200202 06,20200202 07,20200202 08,20200202 09,20200202 10,20200202 11,20200202 12,20200202 13,20200202 14,20200202 15,20200202 16,20200202 17,20200202 18,20200202 19,20200202 20,20200202 21,20200202 22,20200202 23,20200203 00,20200203 01,20200203 02,20200203 03,20200203 04,20200203 05,20200203 06,20200203 07,20200203 08,20200203 09,20200203 10,20200203 11,20200203 12,20200203 13,20200203 14,20200203 15,20200203 16,20200203 17,20200203 18,20200203 19,20200203 20,20200203 21,20200203 22,20200203 23,20200204 00,20200204 01,20200204 02,20200204 03,20200204 04,20200204 05,20200204 06,20200204 07,20200204 08,20200204 09,20200204 10,20200204 11,20200204 12,20200204 13,20200204 14,20200204 15,20200204 16,20200204 17,20200204 18,20200204 19,20200204 20,20200204 21,20200204 22,20200204 23,20200205 00,20200205 01,20200205 02,20200205 03,20200205 04,20200205 05,20200205 06,20200205 07,20200205 08,20200205 09,20200205 10,20200205 11,20200205 12,20200205 13,20200205 14,20200205 15,20200205 16,20200205 17,20200205 18,20200205 19,20200205 20,20200205 21,20200205 22,20200205 23,20200206 00,20200206 01,20200206 02,20200206 03,20200206 04,20200206 05,20200206 06,20200206 07,20200206 08,20200206 09,20200206 10,20200206 11,20200206 12,20200206 13,20200206 14,20200206 15,20200206 16,20200206 17,20200206 18,20200206 19,20200206 20,20200206 21,20200206 22,20200206 23,20200207 00,20200207 01,20200207 02,20200207 03,20200207 04,20200207 05,20200207 06,20200207 07,20200207 08,20200207 09,20200207 10,20200207 11,20200207 12,20200207 13,20200207 14,20200207 15,20200207 16,20200207 17,20200207 18,20200207 19,20200207 20,20200207 21,20200207 22,20200207 23,20200208 00,20200208 01,20200208 02,20200208 03,20200208 04,20200208 05,20200208 06,20200208 07,20200208 08,20200208 09,20200208 10,20200208 11,20200208 12,20200208 13,20200208 14,20200208 15,20200208 16,20200208 17,20200208 18,20200208 19,20200208 20,20200208 21,20200208 22,20200208 23,20200209 00,20200209 01,20200209 02,20200209 03,20200209 04,20200209 05,20200209 06,20200209 07,20200209 08,20200209 09,20200209 10,20200209 11,20200209 12,20200209 13,20200209 14,20200209 15,20200209 16,20200209 17,20200209 18,20200209 19,20200209 20,20200209 21,20200209 22,20200209 23,20200210 00,20200210 01,20200210 02,20200210 03,20200210 04,20200210 05,20200210 06,20200210 07,20200210 08,20200210 09,20200210 10,20200210 11,20200210 12,20200210 13,20200210 14,20200210 15,20200210 16,20200210 17,20200210 18,20200210 19,20200210 20,20200210 21,20200210 22,20200210 23,20200211 00,20200211 01,20200211 02,20200211 03,20200211 04,20200211 05,20200211 06,20200211 07,20200211 08,20200211 09,20200211 10,20200211 11,20200211 12,20200211 13,20200211 14,20200211 15,20200211 16,20200211 17,20200211 18,20200211 19,20200211 20,20200211 21,20200211 22,20200211 23,20200212 00,20200212 01,20200212 02,20200212 03,20200212 04,20200212 05,20200212 06,20200212 07,20200212 08,20200212 09,20200212 10,20200212 11,20200212 12,20200212 13,20200212 14,20200212 15,20200212 16,20200212 17,20200212 18,20200212 19,20200212 20,20200212 21,20200212 22,20200212 23,20200213 00,20200213 01,20200213 02,20200213 03,20200213 04,20200213 05,20200213 06,20200213 07,20200213 08,20200213 09,20200213 10,20200213 11,20200213 12,20200213 13,20200213 14,20200213 15,20200213 16,20200213 17,20200213 18,20200213 19,20200213 20,20200213 21,20200213 22,20200213 23,20200214 00,20200214 01,20200214 02,20200214 03,20200214 04,20200214 05,20200214 06,20200214 07,20200214 08,20200214 09,20200214 10,20200214 11,20200214 12,20200214 13,20200214 14,20200214 15,20200214 16,20200214 17,20200214 18,20200214 19,20200214 20,20200214 21,20200214 22,20200214 23,20200215 00,20200215 01,20200215 02,20200215 03,20200215 04,20200215 05,20200215 06,20200215 07,20200215 08,20200215 09,20200215 10,20200215 11,20200215 12,20200215 13,20200215 14,20200215 15,20200215 16,20200215 17,20200215 18,20200215 19,20200215 20,20200215 21,20200215 22,20200215 23,20200216 00,20200216 01,20200216 02,20200216 03,20200216 04,20200216 05,20200216 06,20200216 07,20200216 08,20200216 09,20200216 10,20200216 11,20200216 12,20200216 13,20200216 14,20200216 15,20200216 16,20200216 17,20200216 18,20200216 19,20200216 20,20200216 21,20200216 22,20200216 23,20200217 00,20200217 01,20200217 02,20200217 03,20200217 04,20200217 05,20200217 06,20200217 07,20200217 08,20200217 09,20200217 10,20200217 11,20200217 12,20200217 13,20200217 14,20200217 15,20200217 16,20200217 17,20200217 18,20200217 19,20200217 20,20200217 21,20200217 22,20200217 23,20200218 00,20200218 01,20200218 02,20200218 03,20200218 04,20200218 05,20200218 06,20200218 07,20200218 08,20200218 09,20200218 10,20200218 11,20200218 12,20200218 13,20200218 14,20200218 15,20200218 16,20200218 17,20200218 18,20200218 19,20200218 20,20200218 21,20200218 22,20200218 23,20200219 00,20200219 01,20200219 02,20200219 03,20200219 04,20200219 05,20200219 06,20200219 07,20200219 08,20200219 09,20200219 10,20200219 11,20200219 12,20200219 13,20200219 14,20200219 15,20200219 16,20200219 17,20200219 18,20200219 19,20200219 20,20200219 21,20200219 22,20200219 23,20200220 00,20200220 01,20200220 02,20200220 03,20200220 04,20200220 05,20200220 06,20200220 07,20200220 08,20200220 09,20200220 10,20200220 11,20200220 12,20200220 13,20200220 14,20200220 15,20200220 16,20200220 17,20200220 18,20200220 19,20200220 20,20200220 21,20200220 22,20200220 23,20200221 00,20200221 01,20200221 02,20200221 03,20200221 04,20200221 05,20200221 06,20200221 07,20200221 08,20200221 09,20200221 10,20200221 11,20200221 12,20200221 13,20200221 14,20200221 15,20200221 16,20200221 17,20200221 18,20200221 19,20200221 20,20200221 21,20200221 22,20200221 23,20200222 00,20200222 01,20200222 02,20200222 03,20200222 04,20200222 05,20200222 06,20200222 07,20200222 08,20200222 09,20200222 10,20200222 11,20200222 12,20200222 13,20200222 14,20200222 15,20200222 16,20200222 17,20200222 18,20200222 19,20200222 20,20200222 21,20200222 22,20200222 23,20200223 00,20200223 01,20200223 02,20200223 03,20200223 04,20200223 05,20200223 06,20200223 07,20200223 08,20200223 09,20200223 10,20200223 11,20200223 12,20200223 13,20200223 14,20200223 15,20200223 16,20200223 17,20200223 18,20200223 19,20200223 20,20200223 21,20200223 22,20200223 23,20200224 00,20200224 01,20200224 02,20200224 03,20200224 04,20200224 05,20200224 06,20200224 07,20200224 08,20200224 09,20200224 10,20200224 11,20200224 12,20200224 13,20200224 14,20200224 15,20200224 16,20200224 17,20200224 18,20200224 19,20200224 20,20200224 21,20200224 22,20200224 23,20200225 00,20200225 01,20200225 02,20200225 03,20200225 04,20200225 05,20200225 06,20200225 07,20200225 08,20200225 09,20200225 10,20200225 11,20200225 12,20200225 13,20200225 14,20200225 15,20200225 16,20200225 17,20200225 18,20200225 19,20200225 20,20200225 21,20200225 22,20200225 23,20200226 00,20200226 01,20200226 02,20200226 03,20200226 04,20200226 05,20200226 06,20200226 07,20200226 08,20200226 09,20200226 10,20200226 11,20200226 12,20200226 13,20200226 14,20200226 15,20200226 16,20200226 17,20200226 18,20200226 19,20200226 20,20200226 21,20200226 22,20200226 23,20200227 00,20200227 01,20200227 02,20200227 03,20200227 04,20200227 05,20200227 06,20200227 07,20200227 08,20200227 09,20200227 10,20200227 11,20200227 12,20200227 13,20200227 14,20200227 15,20200227 16,20200227 17,20200227 18,20200227 19,20200227 20,20200227 21,20200227 22,20200227 23,20200228 00,20200228 01,20200228 02,20200228 03,20200228 04,20200228 05,20200228 06,20200228 07,20200228 08,20200228 09,20200228 10,20200228 11,20200228 12,20200228 13,20200228 14,20200228 15,20200228 16,20200228 17,20200228 18,20200228 19,20200228 20,20200228 21,20200228 22,20200228 23,20200229 00,20200229 01,20200229 02,20200229 03,20200229 04,20200229 05,20200229 06,20200229 07,20200229 08,20200229 09,20200229 10,20200229 11,20200229 12,20200229 13,20200229 14,20200229 15,20200229 16,20200229 17,20200229 18,20200229 19,20200229 20,20200229 21,20200229 22,20200229 23
CkzoBHaOzrM,UCNMIUvGvW35xL294jqY3cwg,舞秋風,1030000,遊戲類,42917,63760,17135,77670,Minecraft 模組包生存 - 天空工廠4 #27 發電集中 一台抵百台,,,,,,,,,,,,,,,,,,,,,,1656,2832,3624,4000,6455,12485,15515,16625,17471,18110,18453,18649,18762,18977,19273,19942,20662,21378,22340,22661,23313,23950,24778,24957,25281,25481,25784,25967,26248,26547,26799,26920,27148,27148,27367,27390,27436,27495,27495,27495,27718,27787,27927,28052,28295,28445,28640,28715,28807,28921,29106,29168,29349,29459,29524,29545,29545,29545,29545,29823,29823,29868,29878,29878,29993,30055,30055,30206,30285,30285,30481,30491,30603,30659,30659,30780,30865,30865,30977,30977,30977,30977,31156,31164,31164,31180,31180,31180,31239,31284,31285,31394,31448,31502,31569,31569,31634,31634,31686,31686,31686,31777,31777,31777,31777,31777,31777,31951,31951,31951,31951,31951,31951,32047,32047,32047,32047,32150,32158,32211,32239,32239,32275,32275,32275,32364,32364,32364,32364,32364,32364,32364,32364,32520,32520,32520,32520,32566,32566,32596,32596,32596,32693,32702,32713,32734,32764,32764,32820,32820,32820,32820,32820,32820,32820,32820,32955,32955,32962,32962,32999,33031,33050,33050,33099,33099,33099,33099,33099,33099,33099,33244,33244,33244,33244,33244,33244,33244,33244,33244,33244,33244,33328,33328,33328,33328,33328,33382,33420,33420,33420,33420,33420,33420,33489,33489,33489,33540,33540,33540,33540,33618,33618,33618,33654,33654,33654,33654,33654,33654,33654,33732,33765,33765,33765,33765,33765,33765,33765,33870,33870,33870,33870,33870,33870,33870,33870,33870,33870,33964,33964,33964,33975,33975,33975,33975,33975,33975,34052,34052,34086,34096,34096,34096,34096,34096,34096,34096,34213,34215,34215,34215,34215,34247,34247,34247,34247,34247,34247,34247,34247,34335,34335,34335,34375,34375,34375,34405,34405,34431,34431,34431,34431,34431,34431,34431,34431,34431,34431,34431,34534,34534,34534,34534,34597,34612,34612,34612,,34681,34681,34681,34681,34681,34681,34681,34681,34769,34769,34769,34769,34769,34769,34812,34819,,,,,,,,,,,,,,,,,,,,,35010,35044,35044,35044,35044,35044,35044,35044,35044,35044,35044,35044,35044,35044,35044,35044,35158,35158,35158,35158,35158,35158,35158,35216,35216,35216,35216,35216,35216,35216,35271,35271,35271,35289,35305,35305,35305,35305,35305,35305,35357,35357,35357,35357,35380,35380,35380,35380,35380,35380,35380,35380,35380,35380,35380,35424,35431,35431,35455,35455,35455,35484,35484,35484,35484,35484,35484,35484,35484,35484,35484,35484,35484,35559,35559,35559,35559,35559,35559,35559,35559,35559,35630,35630,35630,35630,35630,35663,35663,35663,35663,35663,35663,35663,35663,35724,35724,35724,35737,35737,35737,35737,35737,35737,35790,35790,35790,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,35844,36045,36045,36045,36076,36076,36085,36085,36085,36085,36085,36085,36085,36085,36085,36085,36149,36149,36149,36149,36149,36149,36149,36149,36223,36223,36240,36240,36240,36263,36263,36263,36263,36263,36263,36263,36263,36263,36263,36263,36263,36263,36263,36334,36334,36334,36334,36334,36334,36334,36334,36334,36334,36334,36334,36334,36334,36334,36436,36436,36436,36436,36436,36436,36469,36469,36469,36469,36501,36501,36501,36518,36518,36522,36533,36533,36533,36533,36533,36533,36533,36533,36533,36533,36533,36533,36533,36587,36587,36587,36607,36619,36619,36619,36660,36660,36660,36691,36691,36691,36691,36691,36691,36691,36691,36691,36691,36691,36691,36691,36691,36691,36691,36691,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36771,36882,36882,36882,36882,36882,36882,36882,36882,36882,36882,36882,36882,36882,36882,36882,36979,36979,36979,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,36992,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37118,37207,37207,37207,37207,37207,37207,37207,37207,37207,37207,37207,37207,37207,37207,37207
ozUATT61FS4,UCNMIUvGvW35xL294jqY3cwg,舞秋風,1030000,遊戲類,42917,63760,17135,77670,Minecraft 五個最多人下載的光影包??這些光你喜歡嗎？,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141,2205,2800,3199,3768,5591,7113,8490,9843,10369,10985,11253,11387,11504,11600,11724,11871,12110,12400,12697,12888,13360,13739,14162,14727,14941,15099,15395,15684,15852,16092,16275,16383,16383,16383,16383,16679,16679,16770,16796,16828,16864,16937,17043,17148,17293,17380,17493,17595,17793,17849,17906,17999,18095,18156,18156,18259,18259,18259,18259,18259,18259,18408,18408,18426,18437,18480,18494,18577,18662,18709,18756,18850,18883,18912,18932,19009,19030,19051,19110,19147,19157,19187,19187,19187,19187,19187,19187,19263,19270,19314,19335,19335,19415,19462,19518,19518,19619,19629,19629,19700,19714,19714,19795,19795,19795,19795,19795,19795,19866,19870,19878,19880,19880,19889,19910,19928,20003,20027,20074,20143,20165,20189,20197,20252,20267,20267,20267,20267,20267,20395,20395,20395,20422,20426,20426,20426,20426,20426,20478,20504,20508,20559,20601,20610,20678,20690,20732,20742,20783,20838,20838,20838,20919,20919,20919,20990,20990,20990,21006,21007,21022,21022,21054,21095,21133,21199,21218,21218,21376,21391,21391,21484,21549,21594,21594,21681,21681,21681,21681,21744,21744,21744,21744,21783,21783,21838,21843,21881,21908,21971,21990,22052,22052,22052,22162,22162,22243,22243,22243,22308,22308,22308,22308,22308,22308,22367,22371,22374,22374,22414,22445,22445,22445,22445,22445,22445,22586,22611,22613,22613,22665,22665,22745,22745,22770,22770,22770,22770,22770,22880,22886,22891,22896,22910,22934,22934,22934,23031,23080,23112,23112,23112,23112,23236,23266,23301,23313,23313,23350,23350,23350,23407,23407,23407,23421,23422,23431,23431,23452,23452,23501,23537,23537,23537,23659,,23682,23722,23722,23762,23762,23762,23762,23833,23833,23833,23833,23833,23833,23833,23833,23886,,,,,,,,,,,,,,,,,,,,,24246,24246,24254,24254,24254,24254,24324,24337,24337,24337,24337,24410,24411,24437,24438,24438,24438,24438,24438,24438,24438,24438,24438,24438,24549,24549,24559,24559,24559,24559,24559,24631,24638,24681,24699,24708,24715,24715,24715,24715,24715,24715,24715,24715,24715,24715,24715,24853,24853,24858,24862,24862,24862,24881,24881,24947,24947,24947,24947,24947,25050,25062,25097,25106,25120,25120,25120,25120,25120,25159,25159,25167,25167,25180,25180,25192,25202,25202,25202,25202,25262,25271,25271,25271,25271,25333,25365,25365,25365,25365,25365,25365,25365,25365,25365,25365,25484,25484,25484,25504,25504,25530,25530,25530,25596,25596,25596,25659,25659,25697,25697,25729,25729,25773,25773,25773,25773,25818,25818,25827,25830,25830,25830,25830,25877,25877,25877,25877,25877,25877,25877,25877,26090,26090,26090,26135,26169,26169,26169,26169,26169,26169,26169,26169,26169,26169,26264,26264,26299,26299,26320,26369,26369,26369,26429,26429,26446,26446,26446,26446,26539,26539,26547,26547,26547,26547,26547,26547,26547,26608,26617,26617,26617,26617,26617,26617,26617,26617,26617,26617,26617,26853,26882,26882,26882,26882,26939,26939,26939,26970,26970,26970,26970,26970,26970,26991,26991,26991,27021,27021,27029,27056,27056,27102,27102,27102,27102,27102,27102,27102,27102,27159,27159,27159,27196,27196,27196,27196,27196,27220,27222,27222,27240,27240,27240,27297,27297,27329,27347,27347,27347,27347,27347,27347,27416,27416,27416,27416,27416,27416,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27436,27570,27576,27576,27576,27576,27576,27576,27576,27576,27576,27576,27576,27576,27576,27576,27576,27576,27576,27576,27576,27670,27670,27670,27670,27670,27670,27670,27670,27670,27670,27670,27670,27670,27670,27670,27670,27670,27670,27670,27777,27777,27777,27797,27797,27814,27814,27814,27814,27814,27814,27814,27814,27814,27814,27814,27814,27814,27814,27814,27814,27814,27814,27870,27870,27870,27870,27870,27870,27870,27870,27922,27922,27922,27922,27922,27956,27956,27956,27956,27956,27956,27956,27956,27986,27986,27986,28013,28013,28013,28013,28013,28013,28013,28094,28094,28094,28128,28128,28128,28128,28128,28128,28128,28128,28128,28128,28128,28128,28128,28192,28200,28200,28200,28200,28200,28200,28200,28200,28200,28312
#NAME?,UCNMIUvGvW35xL294jqY3cwg,舞秋風,1030000,遊戲類,42917,63760,17135,77670,Minecraft 模組包生存 - 天空工廠4 #28 工廠製程全面翻新 這是砍掉重練吧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1897,2912,3682,8224,12119,15467,17704,18525,19827,20967,21743,22221,22538,22764,22978,23367,23792,24446,25198,25592,26443,26833,27311,28022,28447,28811,29123,29467,29720,30171,30392,30392,30392,30975,30975,31154,31179,31225,31230,31246,31327,31396,31500,31500,31938,31949,32133,32322,32380,32380,32535,32613,32674,32778,32872,32872,32872,33010,33089,33123,33123,33158,33158,33158,33158,33158,33158,33158,33158,33478,33521,33590,33590,33590,33690,33758,33792,33792,33925,33925,33925,33925,33925,33925,33925,34127,34160,34162,34171,34184,34219,34219,34286,34286,34286,34395,34417,34417,34478,34521,34521,34521,34521,34521,34521,34521,34521,34521,34754,34754,34754,34785,34785,34785,34785,34785,34895,34895,34938,34938,34938,34938,35046,35070,35070,35111,35111,35153,35153,35153,35153,35153,35153,35153,35153,35246,35246,35265,35265,35265,35362,35418,35418,35418,35482,35483,35511,35511,35511,35511,35630,35630,35630,35630,35630,35630,35755,35755,35762,35762,35777,35797,35823,35823,35863,35863,35916,35928,35928,35928,35928,35928,36022,36022,36022,36022,36022,36022,36022,36022,36022,36022,36122,36129,36129,36129,36129,36181,36181,36181,36234,36234,36234,36275,36289,36289,36318,36331,36331,36331,36331,36331,36438,36468,36468,36468,36488,36491,36491,36491,36491,36491,36563,36563,36563,36626,36633,36666,36666,36674,36674,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36708,36849,36849,36849,36849,36918,36939,36939,36939,,37004,37004,37004,37004,37004,37085,37085,37085,37085,37085,37085,37085,37085,37085,37085,37173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r89ewaGie6w,UCNMIUvGvW35xL294jqY3cwg,舞秋風,1030000,遊戲類,42917,63760,17135,77670,Minecraft 模組包生存 - 天空工廠4 #29 房屋主體完成，快來參觀秋風房屋喔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790,4240,5620,6340,10976,14561,16582,18038,19156,19679,20006,20270,20486,20707,21046,21656,22512,23520,24428,25839,26564,27167,27757,28062,28441,28719,29006,29412,29670,30006,30151,30277,30509,30779,30826,30876,30912,30942,30974,31020,31235,31392,31539,31679,31792,31903,32046,32224,32331,32381,32525,32597,32756,32916,32928,32928,32928,32928,32928,33236,33244,33257,33286,33286,33286,33366,33366,33549,33549,33695,33759,33777,33833,33909,33909,33984,34083,34083,34083,34083,34083,34083,34083,34303,34303,34336,34362,34372,34395,34443,34443,34486,34486,34616,34693,34693,34731,34731,34791,34820,34873,34882,34882,34882,34960,34960,34960,34960,35008,35008,35008,35026,35064,35064,35120,35169,35229,35229,35299,35315,35343,35343,35384,35384,35472,35472,35472,35472,35472,35472,35472,35472,35472,35668,35674,35684,35706,35706,35743,35778,35793,35793,35851,35876,35876,35876,35876,35977,35989,35989,35989,35989,35989,35989,35989,35989,35989,35989,35989,35989,35989,36144,36144,36144,36144,36219,36228,36228,36268,36268,36287,36287,36359,36359,36359,36359,36359,36359,36359,36359,36524,36533,36533,36533,36533,36578,36578,36627,36627,36627,36712,36712,36712,36712,36712,36712,36806,36806,36806,36806,36806,36806,36806,36806,36806,36806,36933,36933,36953,36961,36961,36961,37032,37052,37052,37052,,37112,37112,37112,37112,37112,37112,37193,37193,37193,37230,37230,37230,37230,37230,37230,37230,,,,,,,,,,,,,,,,,,,,,37326,37508,37508,37508,37508,37508,37508,37508,37508,37508,37508,37508,37508,37508,37508,37508,37647,37664,37664,37664,37664,37664,37664,37732,37732,37732,37732,37732,37732,37732,37732,37791,37792,37792,37833,37833,37833,37833,37833,37833,37833,37833,37833,37833,37833,37833,37833,37833,37833,37833,37833,37833,37833,37833,37833,37980,37980,37980,38011,38011,38011,38011,38011,38054,38054,38054,38054,38054,38054,38054,38054,38054,38054,38054,38123,38123,38123,38123,38123,38123,38123,38123,38123,38212,38229,38237,38237,38237,38262,38262,38262,38262,38262,38262,38262,38262,38336,38336,38342,38342,38342,38342,38342,38342,38342,38342,38342,38342,38342,38455,38455,38480,38480,38480,38480,38480,38480,38480,38480,38480,38480,38480,38480,38480,38480,38480,38480,38480,38480,38480,38480,38480,38480,38480,38665,38665,38665,38665,38665,38665,38665,38665,38665,38665,38665,38665,38665,38665,38665,38665,38794,38794,38794,38794,38794,38794,38794,38794,38794,38794,38794,38794,38794,38794,38794,38897,38897,38903,38903,38903,38903,38903,38923,38923,38923,38923,38954,38954,38977,38985,38992,38992,38992,38992,38992,38992,38992,38992,38992,38992,38992,38992,39086,39086,39086,39086,39114,39114,39127,39127,39127,39127,39127,39127,39127,39195,39200,39200,39215,39215,39215,39215,39215,39215,39215,39215,39215,39215,39274,39274,39280,39280,39280,39311,39326,39326,39326,39369,39369,39369,39369,39369,39369,39369,39369,39369,39369,39369,39369,39369,39369,39369,39369,39449,39449,39449,39449,39449,39492,39492,39492,39492,39492,39492,39492,39492,39492,39492,39492,39492,39492,39492,39492,39492,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39606,39725,39725,39743,39743,39743,39743,39743,39743,39743,39743,39743,39743,39743,39743,39743,39743,39743,39743,39743,39743,39743,39743,39743,39743,39743,39743,39743,39839,39839,39839,39839,39839,39839,39868,39868,39868,39890,39890,39890,39890,39890,39890,39890,39890,39890,39890,39926,39926,39926,39926,39926,39926,39953,39953,39953,39953,39953,39953,39953,39953,39953,39953,39996,39996,39996,39996,39996,40008,40008,40008,40008,40008,40008,40008,40008,40008,40008,40008
ofutg8Krv0E,UCNMIUvGvW35xL294jqY3cwg,舞秋風,1030000,遊戲類,42917,63760,17135,77670,布丁 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820,1960,4918,7911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
